InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"11.014,01",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"11.014,01-",0,0,0,,,0,0,0,,
