InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"375.066,74",293.882,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"375.066,74-",293.882-,0,0,,,0,0,0,,
