4150ZUEMünster,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,10.000.000,,,0,0,0,0,10.000.000
AuszahlungfürBaumaßnahmen,"1.991.918,19",5.549.016,17.000.000,12.000.000,13.000.000,0,1.202.780,0,0,7.713.235,37.916.015
Verpflichtungsermächtigung2026zuLasten,,,,12.000.000,,,1.000.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.991.918,19-",5.549.016-,17.000.000-,2.000.000-,,,1.202.780-,0,0,7.713.235-,27.916.015-
