Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0010Ausgleichsmaßnahmennach §135a-cBauGB,,,,,,,,,,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"13.681,55",50.000,50.000,50.000,,,50.000,50.000,50.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"13.681,55",50.000,50.000,50.000,,,50.000,50.000,50.000,,
