InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"0,00",0,50.000,50.000,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"0,00",0,50.000-,50.000-,,,0,0,0,,
