Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4285Busso-Peus-Str-Urb. StadtquartierBp639,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",300.000,0,0,0,0,50.000,0,0,301.925,2.351.925
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",300.000-,0,0,,,50.000-,0,0,301.925-,2.351.925-
