Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5190KitaOxford(5Gruppen),,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"2.156.026,65",3.788.514,0,0,0,0,0,0,0,7.487.391,7.487.391
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"2.156.026,65-",3.788.514-,0,0,,,0,0,0,7.487.391-,7.487.391-
