InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"17.586,77",3.000,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"17.586,77-",3.000-,0,0,,,0,0,0,,
