5980BikeparkNienberge,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"34.936,13",260.697,0,0,0,0,0,0,0,295.633,295.633
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"34.936,13-",260.697-,0,0,,,0,0,0,295.633-,295.633-
