,,,,,,,,
"Beschreibung DieGeschäftsstellesteuertundbegleitetdasWirkenderkommunalenStiftungennachdenVorschriftenderGemeindeordnungNWunddesStiftungsgesetzesNW.ZudenAufgabengehören -dieStiftungszweckegemäßdenStiftungssatzungenzuerfüllenunddieStiftungserträgeimSinnederStiftungszweckezeitnahzuverwenden.DiesgeschiehtdurchdieEntwicklungundDurchführunginnovativer KonzeptefürStiftungsprogrammeundStiftungsprojektesowiedurchdieBereitstellungunddenBetriebvonWohnmöglichkeitenfürbesondereBevölkerungsgruppen(z.B.alteMenschenundMenschenmit Behinderungen); -dasinGeldangelegteunddasimmobileStiftungsvermögenertragreichzubewirtschaften; -Öffentlichkeitsarbeitzubetreiben,umdieStiftungsarbeitfürdieÖffentlichkeittransparentzumachenundpotentielleNeu-undZustiftungenzugewinnen; -RatsuchendeinallenFragenderNeuerrichtungvonStiftungenoderZustiftungenzubestehendenStiftungenzuberaten.",,,,,,,,
BesonderheitenindenPlanjahren EinstetigerSchwerpunktliegtinderOptimierungdesimmobilenVermögenszurlangfristigenGenerierungstabilerMieterträge.,,,,,,,,
Ziele 1.DiejährlichinsgesamterzielteRenditefürdasverwalteteStiftungsvermögensoll1%nichtunterschreiten. 2.DieordentlichenAufwendungen(Zeile17imTeilergebnisplan)desStiftungsmanagementsollen1%desverwaltetenStiftungsvermögensnichtüberschreiten.,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -Zum1.Ziel:InsgesamterzielteRendite(in%) -Zum2.Ziel:VerwaltetesStiftungsvermögen(EigenkapitalinMio. Euro) -Zum2.Ziel:VerhältnisderordentlichenAufwendungenzum Stiftungsvermögen(in%),"4,3","1,0","1,0",,"1,0","1,0","1,0","1,0"
,"69,5","66,9","69,5",,"69,5","69,5","69,5","69,5"
,"5,0","1,0","1,0",,"1,0","1,0","1,0","1,0"
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-0,86","-0,14","-0,05",,"-0,07","-0,10","-0,13","-0,17"
,"52,3","91,3","97,1",,"95,8","94,2","92,2","90,1"
