InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"1.144,66",29.607,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"1.144,66-",29.607-,0,0,,,0,0,0,,
