Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5090KitasüdlichHiltruper Straße,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",275.600,0,0,,,0,0,0,275.600,275.600
AuszahlungfürBaumaßnahmen,"713.975,00",7.879.597,595.820,0,0,0,0,0,0,8.700.101,9.295.921
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"713.975,00-",7.603.997-,595.820-,0,,,0,0,0,8.424.501-,9.020.321-
