InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"92.586,77",5.020,2.020,2.020,0,0,2.020,2.020,2.020,,
Saldo(Einzahlungen./. Auszahlungen),"92.586,77-",5.020-,2.020-,2.020-,,,2.020-,2.020-,2.020-,,
