Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4570Bauk.Erweiterung FeuerwehrhausGelmer,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,414.597,1.064.597
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,414.597-,1.064.597-
