4300BürgerhausYork,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",500.000,1.000.000,2.450.000,,,1.500.000,0,0,500.000,5.450.000
AuszahlungfürBaumaßnahmen,"0,00",1.370.000,2.750.000,4.500.000,0,0,1.059.000,0,0,1.370.000,9.679.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",870.000-,1.750.000-,2.050.000-,,,441.000,0,0,870.000-,4.229.000-
