4286SteinfurterStr-Urb. StadtquartierBp640,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,20.000,50.000,0,0,50.000,50.000,50.000,0,11.220.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,20.000-,50.000-,,,50.000-,50.000-,50.000-,0,11.220.000-
