4910Erweiterung Thomas-Morus-Schule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"5.673.186,27",7.059.136,990.000,0,0,0,0,0,0,19.200.244,20.190.244
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"5.673.186,27-",7.059.136-,990.000-,0,,,0,0,0,19.200.244-,20.190.244-
