4034Modellquartier Busso-Peus-Straße,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"232.475,01",339.670,0,0,0,0,0,0,0,572.145,572.145
Auszahlungaussonstigen Investitionen,"0,00",10.000,35.000,0,0,0,0,0,0,10.000,45.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"232.475,01-",349.670-,35.000-,0,,,0,0,0,582.145-,617.145-
