Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4262Feldstiege/Beerwiede, BG",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",100.000,20.000,50.000,0,0,50.000,50.000,500.000,100.000,7.270.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",100.000-,20.000-,50.000-,,,50.000-,50.000-,500.000-,100.000-,7.270.000-
