4680UmkleidegebäudeVFL Wolbeck,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",100.000,1.915.000,1.315.000,1.315.000,0,0,0,0,100.000,3.330.000
Verpflichtungsermächtigung2026zuLasten,,,,1.315.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",100.000-,1.915.000-,1.315.000-,,,0,0,0,100.000-,3.330.000-
