4920Umsetzung NutzungskonzeptAasee,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"166.257,59",104.500,100.000,100.000,100.000,100.000,100.000,100.000,100.000,1.101.579,1.701.579
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"166.257,59-",104.500-,100.000-,100.000-,,,100.000-,100.000-,100.000-,1.101.579-,1.701.579-
