6140NeubauGrundschule Brandhoveweg,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",200.000,0,0,0,0,0,0,0,200.000,200.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",200.000-,0,0,,,0,0,0,200.000-,200.000-
