4540VereinsheimMünster08,,,,,,,,,,,
Auszahlungvonaktivierbaren Zuwendungen,"0,00",756.000,0,0,0,0,0,0,0,756.000,756.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",756.000-,0,0,,,0,0,0,756.000-,756.000-
