InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"89.000,00",0,0,0,,,0,0,0,,
Auszahlung,"9.766.022,44",67.690,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"9.677.022,44-",67.690-,0,0,,,0,0,0,,
