4242Stadthafen1,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"297.000,00",1.500.000,1.500.000,0,,,0,0,0,1.808.604,3.308.604
AuszahlungfürBaumaßnahmen,"1.215.299,34",3.015.803,3.500.000,1.400.000,1.400.000,0,0,0,0,4.618.266,10.703.266
Verpflichtungsermächtigung2026zuLasten,,,,1.400.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"918.299,34-",1.515.803-,2.000.000-,1.400.000-,,,0,0,0,2.809.662-,7.394.662-
