4580UmkleidegebäudeSPA Arnheimweg,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"36.696,95",2.578.101,0,0,0,0,0,0,0,2.614.798,2.614.798
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"36.696,95-",2.578.101-,0,0,,,0,0,0,2.614.798-,2.614.798-
