InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"161.778,75",0,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"161.778,75-",0,0,0,,,0,0,0,,
