4280SanierungStadionHammer Str.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"43.833,14",715.000,0,0,0,0,0,0,0,2.885.532,2.885.532
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"43.833,14-",715.000-,0,0,,,0,0,0,2.885.532-,2.885.532-
