Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
5160KitaHoppengarten,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",1.488.000,1.685.000,157.000,157.000,0,0,0,0,1.488.000,3.330.000
Verpflichtungsermächtigung2026zuLasten,,,,157.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",1.488.000-,1.685.000-,157.000-,,,0,0,0,1.488.000-,3.330.000-
